GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj
gene-J2S48_RS07850,257.112362,-3.413153506,0.425287776,-8.025515193,1.01E-15,3.08E-14
gene-J2S48_RS18920,811.7654329,-2.734212623,0.34189701,-7.997182021,1.27E-15,3.84E-14
gene-J2S48_RS02465,195.7837017,3.130511223,0.39150765,7.996041003,1.28E-15,3.85E-14
MSTRG.3408.1,65.70953722,-7.408719525,0.927593031,-7.987036636,1.38E-15,4.10E-14
MSTRG.1958.1,1999.436148,-3.505396561,0.43927335,-7.979989133,1.46E-15,4.31E-14
gene-J2S48_RS12465,380.4985499,-3.585957194,0.449861917,-7.971239755,1.57E-15,4.55E-14
gene-J2S48_RS24745,218.5691611,2.911605745,0.365245476,7.971640821,1.57E-15,4.55E-14
gene-J2S48_RS12830,249.4692766,-3.04754028,0.382603168,-7.965277167,1.65E-15,4.73E-14
gene-J2S48_RS25080,5402.700576,-2.594336,0.326313863,-7.950431464,1.86E-15,5.29E-14
MSTRG.2376.1,1334.853076,3.613525359,0.454741895,7.946321639,1.92E-15,5.43E-14
gene-J2S48_RS14750,1344.188511,-2.898790454,0.365337211,-7.934561192,2.11E-15,5.92E-14
gene-J2S48_RS20525,727.6788323,2.405324015,0.303374663,7.92855932,2.22E-15,6.16E-14
gene-J2S48_RS04195,505.4812782,2.927497911,0.369517046,7.922497603,2.33E-15,6.42E-14
gene-J2S48_RS16880,328.7033403,-3.187444071,0.402685808,-7.915461656,2.46E-15,6.74E-14
gene-J2S48_RS19270,1359.840943,-2.899101791,0.366686992,-7.906202992,2.65E-15,7.21E-14
gene-J2S48_RS18915,800.9969615,-2.443955419,0.309337802,-7.900603818,2.78E-15,7.48E-14
gene-J2S48_RS04030,1634.961824,-3.652580297,0.462519523,-7.897137564,2.85E-15,7.63E-14
gene-J2S48_RS21880,2705.523439,-2.464452625,0.312129775,-7.895602477,2.89E-15,7.67E-14
rna-J2S48_RS24910,63.08347603,-7.355402745,0.93492595,-7.86736398,3.62E-15,9.54E-14
gene-J2S48_RS21045,492.280598,3.208941147,0.409129485,7.843338767,4.39E-15,1.15E-13
MSTRG.12.1,265.2068204,3.495285963,0.446099987,7.835207498,4.68E-15,1.21E-13
gene-J2S48_RS09620,379.0280863,-2.825396964,0.361160605,-7.823103965,5.15E-15,1.33E-13
gene-J2S48_RS02795,3217.158686,2.875351235,0.36887449,7.794931097,6.44E-15,1.65E-13
gene-J2S48_RS18085,12783.30816,2.260542485,0.290378791,7.784805764,6.98E-15,1.77E-13
gene-J2S48_RS02340,1271.197791,-4.464199496,0.575215668,-7.760914293,8.43E-15,2.12E-13
gene-J2S48_RS08750,1045.862744,3.476375502,0.448525015,7.750683652,9.14E-15,2.29E-13
gene-J2S48_RS02205,438.8677826,2.906751131,0.3755116,7.740775875,9.88E-15,2.44E-13
MSTRG.2107.1,729.5301556,-3.180363015,0.410923565,-7.739548876,9.98E-15,2.44E-13
rna-J2S48_RS24235,65.34379207,-6.108283188,0.789139875,-7.740431548,9.91E-15,2.44E-13
MSTRG.625.1,14858.02165,-2.697765382,0.348694227,-7.73676525,1.02E-14,2.48E-13
rna-J2S48_RS15085,591.2824534,-2.959943399,0.382956016,-7.729199373,1.08E-14,2.61E-13
gene-J2S48_RS17320,1612.510262,3.55003008,0.459435213,7.726943829,1.10E-14,2.64E-13
gene-J2S48_RS00495,1510.773927,-3.410778086,0.441846707,-7.719369717,1.17E-14,2.79E-13
gene-J2S48_RS13070,423.940957,-2.59230506,0.335968345,-7.715920559,1.20E-14,2.84E-13
gene-J2S48_RS07795,1037.069595,-2.857073889,0.370677478,-7.707708333,1.28E-14,3.01E-13
gene-J2S48_RS15265,98.50097492,5.700169545,0.740102346,7.701866608,1.34E-14,3.13E-13
gene-J2S48_RS04415,9334.572436,1.93742983,0.251747546,7.695923407,1.40E-14,3.26E-13
MSTRG.1727.1,6158.792056,4.397371672,0.571491695,7.694550443,1.42E-14,3.27E-13
gene-J2S48_RS10180,295.6378508,4.010143034,0.52545987,7.631682761,2.32E-14,5.31E-13
gene-J2S48_RS25370,2102.926315,2.830332575,0.370953072,7.629893887,2.35E-14,5.34E-13
gene-J2S48_RS17260,780.8134829,-3.355443312,0.43987931,-7.628099872,2.38E-14,5.38E-13
gene-J2S48_RS10260,401.4186178,2.963982494,0.39001956,7.599573968,2.97E-14,6.67E-13
gene-J2S48_RS00840,271.0794734,4.197742828,0.553363617,7.585867055,3.30E-14,7.37E-13
gene-J2S48_RS16890,457.2670543,-2.457767906,0.325570563,-7.549109738,4.38E-14,9.72E-13
gene-J2S48_RS25005,916.0726892,-3.237840648,0.429186574,-7.544133116,4.55E-14,1.00E-12
gene-J2S48_RS13810,337.971586,2.9469664,0.394487263,7.470371484,8.00E-14,1.75E-12
MSTRG.2121.1,314.0437309,-3.607653075,0.483904354,-7.455301957,8.97E-14,1.95E-12
gene-J2S48_RS07855,304.2602122,-3.179677292,0.42701299,-7.446324506,9.60E-14,2.08E-12
rna-J2S48_RS24160,573.5399731,-2.992973764,0.402791482,-7.4305786,1.08E-13,2.32E-12
gene-J2S48_RS13390,6693.606511,2.531233812,0.340877937,7.425631093,1.12E-13,2.40E-12
gene-J2S48_RS01380,1705.408799,2.508455053,0.339444979,7.389872307,1.47E-13,3.10E-12
rna-J2S48_RS15560,341.0020848,-4.670139124,0.631937543,-7.390190973,1.47E-13,3.10E-12
gene-J2S48_RS01390,857.3497544,2.890439928,0.39165126,7.380136932,1.58E-13,3.32E-12
gene-J2S48_RS08560,2291.030202,-3.166173516,0.430028016,-7.362714508,1.80E-13,3.76E-12
gene-J2S48_RS18880,3526.854758,-2.434463394,0.330866442,-7.35784319,1.87E-13,3.87E-12
gene-J2S48_RS07565,1037.015926,2.516228521,0.342916603,7.33772731,2.17E-13,4.45E-12
gene-J2S48_RS07815,193.00068,-3.016499041,0.411070839,-7.338148943,2.17E-13,4.45E-12
gene-J2S48_RS04985,1126.741906,2.307523803,0.314575599,7.33535535,2.21E-13,4.50E-12
gene-J2S48_RS25915,356.6413864,-3.966183408,0.542229533,-7.314583895,2.58E-13,5.23E-12
gene-J2S48_RS25905,583.0798116,-4.751907196,0.651496491,-7.293833909,3.01E-13,6.06E-12
gene-J2S48_RS21240,1154.729226,2.672485989,0.367529197,7.27149301,3.56E-13,7.12E-12
MSTRG.1092.1,2447.374461,2.467816485,0.339999438,7.258295775,3.92E-13,7.80E-12
rna-J2S48_RS12470,133.7216577,-4.659850815,0.644880669,-7.225911769,4.98E-13,9.85E-12
gene-J2S48_RS21855,406.8983829,2.623819706,0.363698256,7.214276299,5.42E-13,1.07E-11
MSTRG.3438.1,1194.606224,-2.447266927,0.339500112,-7.208442169,5.66E-13,1.11E-11
gene-J2S48_RS13370,597.440081,-2.444334772,0.339192726,-7.206330157,5.75E-13,1.12E-11
gene-J2S48_RS02560,197.1822175,3.003010147,0.417081303,7.200059372,6.02E-13,1.16E-11
gene-J2S48_RS21255,688.473721,2.309108756,0.321477956,7.182790331,6.83E-13,1.31E-11
gene-J2S48_RS00595,349.9489302,-2.895239847,0.40327336,-7.179348147,7.00E-13,1.34E-11
gene-J2S48_RS06930,5379.425713,-2.702117451,0.376506011,-7.176824194,7.13E-13,1.36E-11
rna-J2S48_RS20040,599.2574246,-4.439997746,0.619190384,-7.170650352,7.46E-13,1.41E-11
MSTRG.863.1,8000.821905,-2.315721747,0.324251798,-7.141739099,9.22E-13,1.74E-11
gene-J2S48_RS00950,1408.171585,2.513405401,0.351977859,7.140805403,9.28E-13,1.74E-11
gene-J2S48_RS16650,4952.937458,2.533759223,0.356004926,7.117202715,1.10E-12,2.04E-11
gene-J2S48_RS19345,400.0257274,-2.547208372,0.357864291,-7.117805368,1.10E-12,2.04E-11
gene-J2S48_RS00955,590.5294765,2.692188303,0.378341125,7.115769676,1.11E-12,2.05E-11
gene-J2S48_RS25085,2629.115991,-2.440016722,0.343296713,-7.107602929,1.18E-12,2.17E-11
MSTRG.57.1,1815.278095,-2.329313837,0.328467458,-7.091460001,1.33E-12,2.42E-11
gene-J2S48_RS17415,926.3879352,-2.239739711,0.31627928,-7.081525271,1.43E-12,2.59E-11
gene-J2S48_RS26350,359.9828425,-2.927672022,0.413639421,-7.077836086,1.46E-12,2.64E-11
gene-J2S48_RS18855,3646.813347,-1.871761369,0.265140541,-7.059506479,1.67E-12,3.00E-11
MSTRG.2427.1,209.9494244,-2.493063881,0.353262625,-7.057253465,1.70E-12,3.04E-11
gene-J2S48_RS24750,832.8898491,1.989904743,0.283882472,7.009607624,2.39E-12,4.25E-11
gene-J2S48_RS12910,319.4582218,-3.936293913,0.561991162,-7.004191842,2.48E-12,4.39E-11
gene-J2S48_RS03950,3664.084339,-2.639069243,0.378439659,-6.973553589,3.09E-12,5.44E-11
gene-J2S48_RS22370,189.1446012,2.812328595,0.403664683,6.966991948,3.24E-12,5.67E-11
gene-J2S48_RS21850,739.5406975,-3.025943336,0.434737292,-6.960395135,3.39E-12,5.91E-11
gene-J2S48_RS19005,314.448335,-2.5901344,0.372503962,-6.953306987,3.57E-12,6.19E-11
MSTRG.343.1,978.9949836,2.18517113,0.31445264,6.949126353,3.68E-12,6.34E-11
gene-J2S48_RS04565,833.0708254,-2.808512403,0.404681533,-6.940055754,3.92E-12,6.73E-11
MSTRG.1826.1,336.3235345,-3.800271005,0.549206097,-6.91957177,4.53E-12,7.74E-11
gene-J2S48_RS21150,756.4343037,3.153060512,0.456258715,6.910685553,4.82E-12,8.20E-11
gene-J2S48_RS04385,1660.486317,2.215222059,0.320755456,6.906264626,4.98E-12,8.42E-11
gene-J2S48_RS24120,342.0301716,3.237055998,0.473670995,6.833975555,8.26E-12,1.39E-10
gene-J2S48_RS13620,271.3585492,-2.69010706,0.394377426,-6.821148688,9.03E-12,1.51E-10
gene-J2S48_RS10145,1477.460091,-2.126573206,0.311793702,-6.820449517,9.08E-12,1.51E-10
gene-J2S48_RS14525,872.2684503,-2.061460404,0.302806348,-6.807850696,9.91E-12,1.64E-10
gene-J2S48_RS10190,216.9257319,3.046072724,0.447685852,6.804040623,1.02E-11,1.68E-10
MSTRG.2247.1,12949.65647,-4.514600331,0.663609021,-6.803102709,1.02E-11,1.68E-10
gene-J2S48_RS21625,748.9264269,3.153604355,0.464053273,6.795780868,1.08E-11,1.76E-10
MSTRG.61.1,356.6315151,-2.903165346,0.427454915,-6.791746318,1.11E-11,1.81E-10
rna-J2S48_RS06070,67.55120494,-5.082870051,0.749581683,-6.780942181,1.19E-11,1.94E-10
MSTRG.2926.1,1955.310742,-2.098762459,0.309984343,-6.77054343,1.28E-11,2.07E-10
gene-J2S48_RS13200,4912.373971,-2.235983057,0.330530047,-6.764840523,1.33E-11,2.14E-10
gene-J2S48_RS21575,700.043866,3.144492889,0.466053912,6.747058251,1.51E-11,2.41E-10
gene-J2S48_RS09835,601.2891367,-3.62400548,0.538401621,-6.73104489,1.68E-11,2.68E-10
gene-J2S48_RS13445,598.9656069,2.332347917,0.34717116,6.718149964,1.84E-11,2.92E-10
gene-J2S48_RS19820,506.0188391,-2.632556013,0.392137191,-6.713354597,1.90E-11,3.00E-10
gene-J2S48_RS04230,300.0985383,2.796709825,0.416738386,6.71094844,1.93E-11,3.04E-10
gene-J2S48_RS09385,339.9982998,-2.418935902,0.361076749,-6.699229203,2.10E-11,3.28E-10
gene-J2S48_RS09640,2421.569903,1.979664952,0.295834768,6.691792728,2.20E-11,3.43E-10
gene-J2S48_RS10005,975.7276783,1.818718391,0.272628899,6.671040373,2.54E-11,3.94E-10
gene-J2S48_RS15080,532.5677081,-3.263549913,0.489292194,-6.669940683,2.56E-11,3.95E-10
MSTRG.2316.1,1215.563828,-3.095022215,0.465549263,-6.648108929,2.97E-11,4.56E-10
gene-J2S48_RS24700,584.4677443,-2.860795021,0.430543321,-6.644615954,3.04E-11,4.65E-10
gene-J2S48_RS21120,314.7243312,3.072282506,0.463027704,6.635202341,3.24E-11,4.94E-10
gene-J2S48_RS07780,1233.45016,1.919291887,0.290173182,6.614297969,3.73E-11,5.66E-10
gene-J2S48_RS01880,820.5305683,-2.110394392,0.319298649,-6.609468594,3.86E-11,5.80E-10
gene-J2S48_RS21165,255.1819504,3.061991919,0.463256938,6.609705474,3.85E-11,5.80E-10
gene-J2S48_RS20785,279.982447,2.310170008,0.349571652,6.608573649,3.88E-11,5.81E-10
gene-J2S48_RS13410,1207.850374,-2.174188954,0.329143608,-6.605593738,3.96E-11,5.90E-10
gene-J2S48_RS01850,337.2421196,-2.157156297,0.326706519,-6.602734179,4.04E-11,5.99E-10
gene-J2S48_RS01385,972.2789998,2.635627328,0.400251643,6.584925696,4.55E-11,6.72E-10
gene-J2S48_RS21685,80.83567269,-3.577042942,0.54325109,-6.584511298,4.56E-11,6.72E-10
gene-J2S48_RS07760,211.9856686,-2.652146519,0.403464819,-6.573426956,4.92E-11,7.21E-10
gene-J2S48_RS12795,875.2491974,-2.675687663,0.408432359,-6.55111576,5.71E-11,8.34E-10
gene-J2S48_RS09900,292.488929,-2.598084747,0.397065751,-6.543210392,6.02E-11,8.75E-10
gene-J2S48_RS09280,379.6856243,-2.30936886,0.354661748,-6.51146866,7.44E-11,1.08E-09
gene-J2S48_RS20900,439.2042833,3.171450336,0.487388393,6.507028848,7.67E-11,1.10E-09
gene-J2S48_RS05130,2924.797288,-3.511155646,0.539710579,-6.505626876,7.74E-11,1.11E-09
MSTRG.2755.1,490.6763772,-2.518964618,0.388198542,-6.488856456,8.65E-11,1.24E-09
gene-J2S48_RS04960,293.7879306,3.597727155,0.554537043,6.487803112,8.71E-11,1.24E-09
gene-J2S48_RS08500,480.9747147,-2.481339165,0.38251476,-6.486910891,8.76E-11,1.24E-09
MSTRG.63.1,3953.495975,-2.004274692,0.309066297,-6.484934493,8.88E-11,1.25E-09
gene-J2S48_RS25390,124.6231076,3.924613221,0.605951734,6.4767753,9.37E-11,1.32E-09
gene-J2S48_RS15050,1004.057289,-2.011077293,0.311423591,-6.457690906,1.06E-10,1.49E-09
gene-J2S48_RS19830,1810.917403,-1.784357586,0.276785742,-6.446710626,1.14E-10,1.60E-09
gene-J2S48_RS13815,245.4287428,2.759488345,0.428961221,6.432955259,1.25E-10,1.74E-09
gene-J2S48_RS17080,197.369456,3.036205215,0.4729756,6.419369662,1.37E-10,1.89E-09
gene-J2S48_RS21145,236.8842028,2.78182335,0.433590478,6.41578515,1.40E-10,1.93E-09
